"","YEAR","MIDPOINT","TOTAL","NUM_MATURE","PROP_MATURE","BIN_SIZE"
"1788",1996,74.5,35,16,0.457142857142857,"1mm"
"1789",1996,75.5,43,22,0.511627906976744,"1mm"
"1790",1996,76.5,37,12,0.324324324324324,"1mm"
"1791",1996,77.5,37,16,0.432432432432432,"1mm"
"1792",1996,78.5,42,22,0.523809523809524,"1mm"
"1793",1996,79.5,39,18,0.461538461538462,"1mm"
"1794",1996,80.5,40,13,0.325,"1mm"
"1795",1996,81.5,28,12,0.428571428571429,"1mm"
"1796",1996,82.5,46,19,0.41304347826087,"1mm"
"1797",1996,83.5,43,24,0.558139534883721,"1mm"
"1798",1996,84.5,38,19,0.5,"1mm"
"1799",1996,85.5,35,18,0.514285714285714,"1mm"
"1800",1996,86.5,39,13,0.333333333333333,"1mm"
"1801",1996,87.5,45,18,0.4,"1mm"
"1802",1996,88.5,57,26,0.456140350877193,"1mm"
"1803",1996,89.5,34,14,0.411764705882353,"1mm"
"1804",1996,90.5,48,21,0.4375,"1mm"
"1805",1996,91.5,36,19,0.527777777777778,"1mm"
"1806",1996,92.5,40,21,0.525,"1mm"
"1807",1996,93.5,39,15,0.384615384615385,"1mm"
"1808",1996,94.5,37,20,0.540540540540541,"1mm"
"1809",1996,95.5,30,16,0.533333333333333,"1mm"
"1810",1996,96.5,40,17,0.425,"1mm"
"1811",1996,97.5,28,20,0.714285714285714,"1mm"
"1812",1996,98.5,38,25,0.657894736842105,"1mm"
"1813",1996,99.5,27,17,0.62962962962963,"1mm"
"1814",1996,100.5,24,20,0.833333333333333,"1mm"
"1815",1996,101.5,23,17,0.739130434782609,"1mm"
"1816",1996,102.5,32,25,0.78125,"1mm"
"1817",1996,103.5,24,22,0.916666666666667,"1mm"
"1818",1996,104.5,22,20,0.909090909090909,"1mm"
"1819",1996,105.5,21,20,0.952380952380952,"1mm"
"1820",1996,106.5,17,16,0.941176470588235,"1mm"
"1821",1996,107.5,30,28,0.933333333333333,"1mm"
"1822",1996,108.5,23,22,0.956521739130435,"1mm"
"1823",1996,109.5,13,13,1,"1mm"
"1824",1996,110.5,16,16,1,"1mm"
"1825",1996,111.5,14,14,1,"1mm"
"1826",1996,112.5,15,12,0.8,"1mm"
"1827",1996,113.5,10,8,0.8,"1mm"
"1828",1996,114.5,8,8,1,"1mm"
"1829",1996,115.5,10,10,1,"1mm"
"1830",1996,116.5,8,7,0.875,"1mm"
"1831",1996,117.5,2,2,1,"1mm"
"1832",1996,118.5,1,1,1,"1mm"
"1833",1996,119.5,1,1,1,"1mm"
"1834",1996,120.5,3,3,1,"1mm"
"1835",1996,121.5,2,2,1,"1mm"
"1836",1996,123.5,4,4,1,"1mm"
"1837",1996,124.5,2,2,1,"1mm"
"1838",1996,125.5,3,3,1,"1mm"
"1839",1996,127.5,2,2,1,"1mm"
"1840",1996,129.5,1,1,1,"1mm"
"1841",1996,130.5,1,1,1,"1mm"
"1842",1997,28.5,1,0,0,"1mm"
"1843",1997,29.5,1,0,0,"1mm"
"1844",1997,31.5,1,1,0,"1mm"
"1845",1997,32.5,1,0,0,"1mm"
"1846",1997,33.5,1,0,0,"1mm"
"1847",1997,34.5,1,0,0,"1mm"
"1848",1997,35.5,1,0,0,"1mm"
"1849",1997,36.5,2,0,0,"1mm"
"1850",1997,37.5,2,0,0,"1mm"
"1851",1997,38.5,1,0,0,"1mm"
"1852",1997,41.5,4,0,0,"1mm"
"1853",1997,42.5,1,0,0,"1mm"
"1854",1997,43.5,2,0,0,"1mm"
"1855",1997,44.5,4,0,0,"1mm"
"1856",1997,45.5,6,0,0,"1mm"
"1857",1997,46.5,3,1,0.333333333333333,"1mm"
"1858",1997,47.5,3,0,0,"1mm"
"1859",1997,48.5,5,0,0,"1mm"
"1860",1997,49.5,3,0,0,"1mm"
"1861",1997,50.5,8,2,0.25,"1mm"
"1862",1997,51.5,8,0,0,"1mm"
"1863",1997,52.5,7,3,0.428571428571429,"1mm"
"1864",1997,53.5,9,1,0.111111111111111,"1mm"
"1865",1997,54.5,11,2,0.181818181818182,"1mm"
"1866",1997,55.5,17,3,0.176470588235294,"1mm"
"1867",1997,56.5,8,1,0.125,"1mm"
"1868",1997,57.5,19,2,0.105263157894737,"1mm"
"1869",1997,58.5,23,4,0.173913043478261,"1mm"
"1870",1997,59.5,24,9,0.375,"1mm"
"1871",1997,60.5,26,8,0.307692307692308,"1mm"
"1872",1997,61.5,24,6,0.25,"1mm"
"1873",1997,62.5,26,5,0.192307692307692,"1mm"
"1874",1997,63.5,44,15,0.340909090909091,"1mm"
"1875",1997,64.5,33,7,0.212121212121212,"1mm"
"1876",1997,65.5,39,12,0.307692307692308,"1mm"
"1877",1997,66.5,21,5,0.238095238095238,"1mm"
"1878",1997,67.5,42,9,0.214285714285714,"1mm"
"1879",1997,68.5,44,10,0.227272727272727,"1mm"
"1880",1997,69.5,48,14,0.291666666666667,"1mm"
"1881",1997,70.5,54,17,0.314814814814815,"1mm"
"1882",1997,71.5,39,14,0.358974358974359,"1mm"
"1883",1997,72.5,53,14,0.264150943396226,"1mm"
"1884",1997,73.5,54,18,0.333333333333333,"1mm"
"1885",1997,74.5,49,13,0.26530612244898,"1mm"
"1886",1997,75.5,65,17,0.261538461538462,"1mm"
"1887",1997,76.5,62,22,0.354838709677419,"1mm"
"1888",1997,77.5,56,14,0.25,"1mm"
"1889",1997,78.5,71,20,0.28169014084507,"1mm"
"1890",1997,79.5,46,17,0.369565217391304,"1mm"
"1891",1997,80.5,61,16,0.262295081967213,"1mm"
"1892",1997,81.5,41,13,0.317073170731707,"1mm"
"1893",1997,82.5,55,14,0.254545454545455,"1mm"
"1894",1997,83.5,55,14,0.254545454545455,"1mm"
"1895",1997,84.5,50,10,0.2,"1mm"
"1896",1997,85.5,65,15,0.230769230769231,"1mm"
"1897",1997,86.5,58,22,0.379310344827586,"1mm"
"1898",1997,87.5,73,16,0.219178082191781,"1mm"
"1899",1997,88.5,55,19,0.345454545454545,"1mm"
"1900",1997,89.5,58,18,0.310344827586207,"1mm"
"1901",1997,90.5,71,21,0.295774647887324,"1mm"
"1902",1997,91.5,44,15,0.340909090909091,"1mm"
"1903",1997,92.5,71,20,0.28169014084507,"1mm"
"1904",1997,93.5,67,21,0.313432835820896,"1mm"
"1905",1997,94.5,75,28,0.373333333333333,"1mm"
"1906",1997,95.5,56,24,0.428571428571429,"1mm"
"1907",1997,96.5,36,20,0.555555555555556,"1mm"
"1908",1997,97.5,58,36,0.620689655172414,"1mm"
"1909",1997,98.5,45,30,0.666666666666667,"1mm"
"1910",1997,99.5,52,27,0.519230769230769,"1mm"
"1911",1997,100.5,43,22,0.511627906976744,"1mm"
"1912",1997,101.5,44,29,0.659090909090909,"1mm"
"1913",1997,102.5,33,23,0.696969696969697,"1mm"
"1914",1997,103.5,44,33,0.75,"1mm"
"1915",1997,104.5,39,33,0.846153846153846,"1mm"
"1916",1997,105.5,36,25,0.694444444444444,"1mm"
"1917",1997,106.5,25,19,0.76,"1mm"
"1918",1997,107.5,39,32,0.82051282051282,"1mm"
"1919",1997,108.5,31,27,0.870967741935484,"1mm"
"1920",1997,109.5,33,32,0.96969696969697,"1mm"
"1921",1997,110.5,21,19,0.904761904761905,"1mm"
"1922",1997,111.5,18,18,1,"1mm"
"1923",1997,112.5,26,26,1,"1mm"
"1924",1997,113.5,17,16,0.941176470588235,"1mm"
"1925",1997,114.5,24,24,1,"1mm"
"1926",1997,115.5,16,15,0.9375,"1mm"
"1927",1997,116.5,12,11,0.916666666666667,"1mm"
"1928",1997,117.5,11,9,0.818181818181818,"1mm"
"1929",1997,118.5,22,22,1,"1mm"
"1930",1997,119.5,6,6,1,"1mm"
"1931",1997,120.5,8,8,1,"1mm"
"1932",1997,121.5,4,4,1,"1mm"
"1933",1997,122.5,5,5,1,"1mm"
"1934",1997,123.5,4,4,1,"1mm"
"1935",1997,124.5,2,2,1,"1mm"
"1936",1997,125.5,2,2,1,"1mm"
"1937",1997,126.5,1,1,1,"1mm"
"1938",1997,129.5,1,1,1,"1mm"
"1939",1997,131.5,1,1,1,"1mm"
"1940",1998,22.5,1,0,0,"1mm"
"1941",1998,23.5,1,0,0,"1mm"
"1942",1998,24.5,1,0,0,"1mm"
"1943",1998,27.5,2,0,0,"1mm"
"1944",1998,29.5,2,0,0,"1mm"
"1945",1998,30.5,3,0,0,"1mm"
"1946",1998,31.5,1,0,0,"1mm"
"1947",1998,32.5,2,0,0,"1mm"
"1948",1998,33.5,1,0,0,"1mm"
"1949",1998,34.5,2,0,0,"1mm"
"1950",1998,35.5,2,0,0,"1mm"
"1951",1998,36.5,2,0,0,"1mm"
"1952",1998,37.5,1,0,0,"1mm"
"1953",1998,38.5,6,0,0,"1mm"
"1954",1998,39.5,1,0,0,"1mm"
"1955",1998,40.5,3,0,0,"1mm"
"1956",1998,41.5,3,0,0,"1mm"
"1957",1998,42.5,14,0,0,"1mm"
"1958",1998,43.5,9,0,0,"1mm"
"1959",1998,44.5,19,0,0,"1mm"
"1960",1998,45.5,24,0,0,"1mm"
"1961",1998,46.5,26,0,0,"1mm"
"1962",1998,47.5,46,2,0.0434782608695652,"1mm"
"1963",1998,48.5,44,4,0.0909090909090909,"1mm"
"1964",1998,49.5,45,0,0,"1mm"
"1965",1998,50.5,38,1,0.0263157894736842,"1mm"
"1966",1998,51.5,22,1,0.0454545454545455,"1mm"
"1967",1998,52.5,31,2,0.0645161290322581,"1mm"
"1968",1998,53.5,32,0,0,"1mm"
"1969",1998,54.5,29,3,0.103448275862069,"1mm"
"1970",1998,55.5,32,4,0.125,"1mm"
"1971",1998,56.5,28,10,0.357142857142857,"1mm"
"1972",1998,57.5,42,6,0.142857142857143,"1mm"
"1973",1998,58.5,43,5,0.116279069767442,"1mm"
"1974",1998,59.5,36,12,0.333333333333333,"1mm"
"1975",1998,60.5,39,14,0.358974358974359,"1mm"
"1976",1998,61.5,25,7,0.28,"1mm"
"1977",1998,62.5,43,12,0.27906976744186,"1mm"
"1978",1998,63.5,41,11,0.268292682926829,"1mm"
"1979",1998,64.5,34,10,0.294117647058824,"1mm"
"1980",1998,65.5,36,9,0.25,"1mm"
"1981",1998,66.5,30,6,0.2,"1mm"
"1982",1998,67.5,35,14,0.4,"1mm"
"1983",1998,68.5,36,12,0.333333333333333,"1mm"
"1984",1998,69.5,32,12,0.375,"1mm"
"1985",1998,70.5,35,16,0.457142857142857,"1mm"
"1986",1998,71.5,34,14,0.411764705882353,"1mm"
"1987",1998,72.5,29,14,0.482758620689655,"1mm"
"1988",1998,73.5,32,14,0.4375,"1mm"
"1989",1998,74.5,44,23,0.522727272727273,"1mm"
"1990",1998,75.5,43,18,0.418604651162791,"1mm"
"1991",1998,76.5,53,20,0.377358490566038,"1mm"
"1992",1998,77.5,39,14,0.358974358974359,"1mm"
"1993",1998,78.5,44,24,0.545454545454545,"1mm"
"1994",1998,79.5,43,20,0.465116279069767,"1mm"
"1995",1998,80.5,52,24,0.461538461538462,"1mm"
"1996",1998,81.5,55,22,0.4,"1mm"
"1997",1998,82.5,48,28,0.583333333333333,"1mm"
"1998",1998,83.5,57,23,0.403508771929825,"1mm"
"1999",1998,84.5,66,20,0.303030303030303,"1mm"
"2000",1998,85.5,67,28,0.417910447761194,"1mm"
"2001",1998,86.5,51,22,0.431372549019608,"1mm"
"2002",1998,87.5,77,32,0.415584415584416,"1mm"
"2003",1998,88.5,72,33,0.458333333333333,"1mm"
"2004",1998,89.5,71,24,0.338028169014085,"1mm"
"2005",1998,90.5,80,36,0.45,"1mm"
"2006",1998,91.5,87,30,0.344827586206897,"1mm"
"2007",1998,92.5,94,34,0.361702127659574,"1mm"
"2008",1998,93.5,90,41,0.455555555555556,"1mm"
"2009",1998,94.5,80,43,0.5375,"1mm"
"2010",1998,95.5,107,64,0.598130841121495,"1mm"
"2011",1998,96.5,73,33,0.452054794520548,"1mm"
"2012",1998,97.5,109,68,0.623853211009174,"1mm"
"2013",1998,98.5,89,58,0.651685393258427,"1mm"
"2014",1998,99.5,92,65,0.706521739130435,"1mm"
"2015",1998,100.5,104,68,0.653846153846154,"1mm"
"2016",1998,101.5,85,66,0.776470588235294,"1mm"
"2017",1998,102.5,72,57,0.791666666666667,"1mm"
"2018",1998,103.5,72,62,0.861111111111111,"1mm"
"2019",1998,104.5,65,56,0.861538461538462,"1mm"
"2020",1998,105.5,77,71,0.922077922077922,"1mm"
"2021",1998,106.5,54,49,0.907407407407407,"1mm"
"2022",1998,107.5,65,54,0.830769230769231,"1mm"
"2023",1998,108.5,83,81,0.975903614457831,"1mm"
"2024",1998,109.5,55,52,0.945454545454545,"1mm"
"2025",1998,110.5,76,74,0.973684210526316,"1mm"
"2026",1998,111.5,57,53,0.929824561403509,"1mm"
"2027",1998,112.5,35,31,0.885714285714286,"1mm"
"2028",1998,113.5,49,48,0.979591836734694,"1mm"
"2029",1998,114.5,42,41,0.976190476190476,"1mm"
"2030",1998,115.5,39,37,0.948717948717949,"1mm"
"2031",1998,116.5,20,19,0.95,"1mm"
"2032",1998,117.5,26,25,0.961538461538462,"1mm"
"2033",1998,118.5,27,27,1,"1mm"
"2034",1998,119.5,24,23,0.958333333333333,"1mm"
"2035",1998,120.5,23,21,0.91304347826087,"1mm"
"2036",1998,121.5,18,18,1,"1mm"
"2037",1998,122.5,11,11,1,"1mm"
"2038",1998,123.5,16,16,1,"1mm"
"2039",1998,124.5,8,8,1,"1mm"
"2040",1998,125.5,8,8,1,"1mm"
"2041",1998,126.5,9,9,1,"1mm"
"2042",1998,127.5,9,9,1,"1mm"
"2043",1998,128.5,3,3,1,"1mm"
"2044",1998,129.5,1,1,1,"1mm"
"2045",1998,130.5,5,5,1,"1mm"
"2046",1998,132.5,2,2,1,"1mm"
"2047",1998,134.5,2,2,1,"1mm"
"2048",1999,18.5,1,0,0,"1mm"
"2049",1999,19.5,2,0,0,"1mm"
"2050",1999,21.5,1,0,0,"1mm"
"2051",1999,23.5,1,0,0,"1mm"
"2052",1999,24.5,1,0,0,"1mm"
"2053",1999,26.5,2,0,0,"1mm"
"2054",1999,27.5,5,0,0,"1mm"
"2055",1999,28.5,2,1,0,"1mm"
"2056",1999,29.5,6,0,0,"1mm"
"2057",1999,30.5,4,0,0,"1mm"
"2058",1999,31.5,4,0,0,"1mm"
"2059",1999,32.5,5,0,0,"1mm"
"2060",1999,33.5,4,0,0,"1mm"
"2061",1999,34.5,8,0,0,"1mm"
"2062",1999,35.5,5,0,0,"1mm"
"2063",1999,36.5,5,0,0,"1mm"
"2064",1999,37.5,8,0,0,"1mm"
"2065",1999,38.5,9,0,0,"1mm"
"2066",1999,39.5,2,0,0,"1mm"
"2067",1999,40.5,4,0,0,"1mm"
"2068",1999,41.5,13,2,0.153846153846154,"1mm"
"2069",1999,42.5,3,0,0,"1mm"
"2070",1999,43.5,3,0,0,"1mm"
"2071",1999,44.5,8,0,0,"1mm"
"2072",1999,45.5,12,0,0,"1mm"
"2073",1999,46.5,19,2,0.105263157894737,"1mm"
"2074",1999,47.5,20,1,0.05,"1mm"
"2075",1999,48.5,6,2,0.333333333333333,"1mm"
"2076",1999,49.5,15,1,0.0666666666666667,"1mm"
"2077",1999,50.5,19,4,0.210526315789474,"1mm"
"2078",1999,51.5,16,1,0.0625,"1mm"
"2079",1999,52.5,21,3,0.142857142857143,"1mm"
"2080",1999,53.5,19,2,0.105263157894737,"1mm"
"2081",1999,54.5,20,1,0.05,"1mm"
"2082",1999,55.5,17,4,0.235294117647059,"1mm"
"2083",1999,56.5,27,5,0.185185185185185,"1mm"
"2084",1999,57.5,15,4,0.266666666666667,"1mm"
"2085",1999,58.5,30,3,0.1,"1mm"
"2086",1999,59.5,26,6,0.230769230769231,"1mm"
"2087",1999,60.5,30,4,0.133333333333333,"1mm"
"2088",1999,61.5,38,10,0.263157894736842,"1mm"
"2089",1999,62.5,27,10,0.37037037037037,"1mm"
"2090",1999,63.5,31,13,0.419354838709677,"1mm"
"2091",1999,64.5,29,6,0.206896551724138,"1mm"
"2092",1999,65.5,26,8,0.307692307692308,"1mm"
"2093",1999,66.5,22,3,0.136363636363636,"1mm"
"2094",1999,67.5,18,8,0.444444444444444,"1mm"
"2095",1999,68.5,14,5,0.357142857142857,"1mm"
"2096",1999,69.5,23,8,0.347826086956522,"1mm"
"2097",1999,70.5,14,7,0.5,"1mm"
"2098",1999,71.5,14,6,0.428571428571429,"1mm"
"2099",1999,72.5,15,7,0.466666666666667,"1mm"
"2100",1999,73.5,22,10,0.454545454545455,"1mm"
"2101",1999,74.5,19,7,0.368421052631579,"1mm"
"2102",1999,75.5,11,4,0.363636363636364,"1mm"
"2103",1999,76.5,11,6,0.545454545454545,"1mm"
"2104",1999,77.5,19,12,0.631578947368421,"1mm"
"2105",1999,78.5,17,9,0.529411764705882,"1mm"
"2106",1999,79.5,10,4,0.4,"1mm"
"2107",1999,80.5,19,6,0.315789473684211,"1mm"
"2108",1999,81.5,9,5,0.555555555555556,"1mm"
"2109",1999,82.5,10,5,0.5,"1mm"
"2110",1999,83.5,17,5,0.294117647058824,"1mm"
"2111",1999,84.5,15,4,0.266666666666667,"1mm"
"2112",1999,85.5,8,3,0.375,"1mm"
"2113",1999,86.5,17,9,0.529411764705882,"1mm"
"2114",1999,87.5,19,10,0.526315789473684,"1mm"
"2115",1999,88.5,12,4,0.333333333333333,"1mm"
"2116",1999,89.5,9,2,0.222222222222222,"1mm"
"2117",1999,90.5,17,9,0.529411764705882,"1mm"
"2118",1999,91.5,15,6,0.4,"1mm"
"2119",1999,92.5,16,6,0.375,"1mm"
"2120",1999,93.5,18,15,0.833333333333333,"1mm"
"2121",1999,94.5,15,6,0.4,"1mm"
"2122",1999,95.5,21,12,0.571428571428571,"1mm"
"2123",1999,96.5,19,13,0.684210526315789,"1mm"
"2124",1999,97.5,30,20,0.666666666666667,"1mm"
"2125",1999,98.5,23,18,0.782608695652174,"1mm"
"2126",1999,99.5,19,13,0.684210526315789,"1mm"
"2127",1999,100.5,13,11,0.846153846153846,"1mm"
"2128",1999,101.5,12,10,0.833333333333333,"1mm"
"2129",1999,102.5,15,12,0.8,"1mm"
"2130",1999,103.5,12,11,0.916666666666667,"1mm"
"2131",1999,104.5,13,11,0.846153846153846,"1mm"
"2132",1999,105.5,11,9,0.818181818181818,"1mm"
"2133",1999,106.5,14,13,0.928571428571429,"1mm"
"2134",1999,107.5,9,8,0.888888888888889,"1mm"
"2135",1999,108.5,17,17,1,"1mm"
"2136",1999,109.5,11,11,1,"1mm"
"2137",1999,110.5,17,17,1,"1mm"
"2138",1999,111.5,11,8,0.727272727272727,"1mm"
"2139",1999,112.5,17,17,1,"1mm"
"2140",1999,113.5,8,7,0.875,"1mm"
"2141",1999,114.5,13,13,1,"1mm"
"2142",1999,115.5,8,7,0.875,"1mm"
"2143",1999,116.5,8,8,1,"1mm"
"2144",1999,117.5,12,12,1,"1mm"
"2145",1999,118.5,11,10,0.909090909090909,"1mm"
"2146",1999,119.5,5,5,1,"1mm"
"2147",1999,120.5,4,4,1,"1mm"
"2148",1999,121.5,6,6,1,"1mm"
"2149",1999,122.5,6,6,1,"1mm"
"2150",1999,123.5,1,1,1,"1mm"
"2151",1999,124.5,2,2,1,"1mm"
"2152",1999,125.5,1,1,1,"1mm"
"2153",1999,126.5,1,1,1,"1mm"
"2154",1999,127.5,1,1,1,"1mm"
"2155",1999,128.5,1,1,1,"1mm"
"2156",1999,129.5,1,1,1,"1mm"
"2157",1999,130.5,1,1,1,"1mm"
"2158",1999,137.5,1,1,1,"1mm"
"2159",2000,17.5,1,0,0,"1mm"
"2160",2000,19.5,1,0,0,"1mm"
"2161",2000,20.5,3,0,0,"1mm"
"2162",2000,21.5,3,0,0,"1mm"
"2163",2000,22.5,4,0,0,"1mm"
"2164",2000,23.5,4,0,0,"1mm"
"2165",2000,24.5,1,0,0,"1mm"
"2166",2000,27.5,3,0,0,"1mm"
"2167",2000,28.5,4,0,0,"1mm"
"2168",2000,29.5,6,0,0,"1mm"
"2169",2000,30.5,8,0,0,"1mm"
"2170",2000,31.5,8,1,0,"1mm"
"2171",2000,32.5,7,0,0,"1mm"
"2172",2000,33.5,2,0,0,"1mm"
"2173",2000,34.5,10,0,0,"1mm"
"2174",2000,35.5,4,1,0.25,"1mm"
"2175",2000,36.5,10,0,0,"1mm"
"2176",2000,37.5,10,0,0,"1mm"
"2177",2000,38.5,18,0,0,"1mm"
"2178",2000,39.5,16,0,0,"1mm"
"2179",2000,40.5,20,0,0,"1mm"
"2180",2000,41.5,22,0,0,"1mm"
"2181",2000,42.5,30,1,0.0333333333333333,"1mm"
"2182",2000,43.5,35,1,0.0285714285714286,"1mm"
"2183",2000,44.5,29,0,0,"1mm"
"2184",2000,45.5,20,3,0.15,"1mm"
"2185",2000,46.5,29,0,0,"1mm"
"2186",2000,47.5,33,1,0.0303030303030303,"1mm"
"2187",2000,48.5,35,1,0.0285714285714286,"1mm"
"2188",2000,49.5,35,0,0,"1mm"
"2189",2000,50.5,59,1,0.0169491525423729,"1mm"
"2190",2000,51.5,43,3,0.0697674418604651,"1mm"
"2191",2000,52.5,52,5,0.0961538461538462,"1mm"
"2192",2000,53.5,56,3,0.0535714285714286,"1mm"
"2193",2000,54.5,56,5,0.0892857142857143,"1mm"
"2194",2000,55.5,53,5,0.0943396226415094,"1mm"
"2195",2000,56.5,46,2,0.0434782608695652,"1mm"
"2196",2000,57.5,65,16,0.246153846153846,"1mm"
"2197",2000,58.5,79,17,0.215189873417722,"1mm"
"2198",2000,59.5,60,16,0.266666666666667,"1mm"
"2199",2000,60.5,59,14,0.23728813559322,"1mm"
"2200",2000,61.5,60,23,0.383333333333333,"1mm"
"2201",2000,62.5,58,15,0.258620689655172,"1mm"
"2202",2000,63.5,64,17,0.265625,"1mm"
"2203",2000,64.5,47,14,0.297872340425532,"1mm"
"2204",2000,65.5,40,17,0.425,"1mm"
"2205",2000,66.5,42,12,0.285714285714286,"1mm"
"2206",2000,67.5,55,23,0.418181818181818,"1mm"
"2207",2000,68.5,51,24,0.470588235294118,"1mm"
"2208",2000,69.5,48,24,0.5,"1mm"
"2209",2000,70.5,34,13,0.382352941176471,"1mm"
"2210",2000,71.5,36,11,0.305555555555556,"1mm"
"2211",2000,72.5,33,13,0.393939393939394,"1mm"
"2212",2000,73.5,26,6,0.230769230769231,"1mm"
"2213",2000,74.5,38,16,0.421052631578947,"1mm"
"2214",2000,75.5,33,13,0.393939393939394,"1mm"
"2215",2000,76.5,31,11,0.354838709677419,"1mm"
"2216",2000,77.5,44,14,0.318181818181818,"1mm"
"2217",2000,78.5,48,18,0.375,"1mm"
"2218",2000,79.5,32,13,0.40625,"1mm"
"2219",2000,80.5,27,10,0.37037037037037,"1mm"
"2220",2000,81.5,28,9,0.321428571428571,"1mm"
"2221",2000,82.5,13,6,0.461538461538462,"1mm"
"2222",2000,83.5,22,9,0.409090909090909,"1mm"
"2223",2000,84.5,23,12,0.521739130434783,"1mm"
"2224",2000,85.5,21,8,0.380952380952381,"1mm"
"2225",2000,86.5,11,8,0.727272727272727,"1mm"
"2226",2000,87.5,13,5,0.384615384615385,"1mm"
"2227",2000,88.5,19,11,0.578947368421053,"1mm"
"2228",2000,89.5,13,6,0.461538461538462,"1mm"
"2229",2000,90.5,11,5,0.454545454545455,"1mm"
"2230",2000,91.5,13,8,0.615384615384615,"1mm"
"2231",2000,92.5,15,8,0.533333333333333,"1mm"
"2232",2000,93.5,11,6,0.545454545454545,"1mm"
"2233",2000,94.5,13,4,0.307692307692308,"1mm"
"2234",2000,95.5,8,3,0.375,"1mm"
"2235",2000,96.5,5,5,1,"1mm"
"2236",2000,97.5,8,5,0.625,"1mm"
"2237",2000,98.5,13,12,0.923076923076923,"1mm"
"2238",2000,99.5,10,8,0.8,"1mm"
"2239",2000,100.5,3,1,0.333333333333333,"1mm"
"2240",2000,101.5,9,7,0.777777777777778,"1mm"
"2241",2000,102.5,8,6,0.75,"1mm"
"2242",2000,103.5,16,16,1,"1mm"
"2243",2000,104.5,9,9,1,"1mm"
"2244",2000,105.5,8,8,1,"1mm"
"2245",2000,106.5,9,9,1,"1mm"
"2246",2000,107.5,2,2,1,"1mm"
"2247",2000,108.5,15,15,1,"1mm"
"2248",2000,109.5,8,8,1,"1mm"
"2249",2000,110.5,14,13,0.928571428571429,"1mm"
"2250",2000,111.5,6,6,1,"1mm"
"2251",2000,112.5,9,8,0.888888888888889,"1mm"
"2252",2000,113.5,10,8,0.8,"1mm"
"2253",2000,114.5,6,6,1,"1mm"
"2254",2000,115.5,8,8,1,"1mm"
"2255",2000,116.5,9,7,0.777777777777778,"1mm"
"2256",2000,117.5,13,12,0.923076923076923,"1mm"
"2257",2000,118.5,7,7,1,"1mm"
"2258",2000,119.5,7,7,1,"1mm"
"2259",2000,120.5,11,11,1,"1mm"
"2260",2000,121.5,8,8,1,"1mm"
"2261",2000,122.5,3,3,1,"1mm"
"2262",2000,123.5,5,5,1,"1mm"
"2263",2000,124.5,4,4,1,"1mm"
"2264",2000,125.5,4,4,1,"1mm"
"2265",2000,126.5,2,2,1,"1mm"
"2266",2000,127.5,1,1,1,"1mm"
"2267",2000,128.5,1,1,1,"1mm"
"2268",2000,130.5,1,1,1,"1mm"
"2269",2000,131.5,1,1,1,"1mm"
"2270",2000,132.5,2,2,1,"1mm"
"2271",2000,138.5,1,1,1,"1mm"
"2272",2001,13.5,1,1,0,"1mm"
"2273",2001,19.5,1,0,0,"1mm"
"2274",2001,20.5,1,0,0,"1mm"
"2275",2001,21.5,2,0,0,"1mm"
"2276",2001,22.5,1,0,0,"1mm"
"2277",2001,23.5,1,0,0,"1mm"
"2278",2001,30.5,2,0,0,"1mm"
"2279",2001,31.5,2,0,0,"1mm"
"2280",2001,35.5,2,0,0,"1mm"
"2281",2001,36.5,1,0,0,"1mm"
"2282",2001,37.5,1,0,0,"1mm"
"2283",2001,38.5,3,1,0.333333333333333,"1mm"
"2284",2001,39.5,4,0,0,"1mm"
"2285",2001,40.5,4,0,0,"1mm"
"2286",2001,41.5,5,0,0,"1mm"
"2287",2001,42.5,7,0,0,"1mm"
"2288",2001,43.5,5,0,0,"1mm"
"2289",2001,44.5,9,0,0,"1mm"
"2290",2001,45.5,5,0,0,"1mm"
"2291",2001,46.5,3,0,0,"1mm"
"2292",2001,47.5,10,0,0,"1mm"
"2293",2001,48.5,12,0,0,"1mm"
"2294",2001,49.5,10,0,0,"1mm"
"2295",2001,50.5,15,0,0,"1mm"
"2296",2001,51.5,13,1,0.0769230769230769,"1mm"
"2297",2001,52.5,17,1,0.0588235294117647,"1mm"
"2298",2001,53.5,29,3,0.103448275862069,"1mm"
"2299",2001,54.5,29,8,0.275862068965517,"1mm"
"2300",2001,55.5,40,8,0.2,"1mm"
"2301",2001,56.5,34,7,0.205882352941176,"1mm"
"2302",2001,57.5,55,18,0.327272727272727,"1mm"
"2303",2001,58.5,55,16,0.290909090909091,"1mm"
"2304",2001,59.5,42,5,0.119047619047619,"1mm"
"2305",2001,60.5,85,28,0.329411764705882,"1mm"
"2306",2001,61.5,64,15,0.234375,"1mm"
"2307",2001,62.5,71,15,0.211267605633803,"1mm"
"2308",2001,63.5,62,16,0.258064516129032,"1mm"
"2309",2001,64.5,71,14,0.197183098591549,"1mm"
"2310",2001,65.5,75,22,0.293333333333333,"1mm"
"2311",2001,66.5,79,24,0.30379746835443,"1mm"
"2312",2001,67.5,83,22,0.265060240963855,"1mm"
"2313",2001,68.5,86,22,0.255813953488372,"1mm"
"2314",2001,69.5,82,22,0.268292682926829,"1mm"
"2315",2001,70.5,89,29,0.325842696629214,"1mm"
"2316",2001,71.5,81,24,0.296296296296296,"1mm"
"2317",2001,72.5,91,35,0.384615384615385,"1mm"
